,Year,Geography,GeographyType,Indicator,Value,ValueType
11160,2021,Cheatham,County,Drug Overdose Deaths Involving All Opioids,28.0,Count
11161,2021,Cheatham,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,14.0,Count
11162,2021,Cheatham,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,4.0,Count
11163,2021,Cheatham,County,All Drug Overdose Deaths,31.0,Count
11164,2021,Cheatham,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),14.0,Count
11176,2021,Chester,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
11177,2021,Chester,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
11178,2021,Chester,County,Drug Overdose Deaths Involving Cocaine,2.0,Count
11179,2021,Chester,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
11180,2021,Chester,County,Drug Overdose Deaths Involving Heroin,0.0,Count
11181,2021,Chester,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
11182,2021,Chester,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
11183,2021,Chester,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
11184,2021,Chester,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
11185,2021,Chester,County,All Drug Overdose Deaths,5.0,Count
11186,2021,Chester,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
11198,2021,Claiborne,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
11199,2021,Claiborne,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
11200,2021,Claiborne,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
11201,2021,Claiborne,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
11202,2021,Claiborne,County,Drug Overdose Deaths Involving Heroin,0.0,Count
11203,2021,Claiborne,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
11204,2021,Claiborne,County,Drug Overdose Deaths Involving All Opioids,3.0,Count
11205,2021,Claiborne,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
11206,2021,Claiborne,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
11207,2021,Claiborne,County,All Drug Overdose Deaths,9.0,Count
11208,2021,Claiborne,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),3.0,Count
11220,2021,Clay,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
11221,2021,Clay,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
11222,2021,Clay,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
11223,2021,Clay,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
11224,2021,Clay,County,Drug Overdose Deaths Involving Heroin,0.0,Count
11225,2021,Clay,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
11226,2021,Clay,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
11227,2021,Clay,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
11228,2021,Clay,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
11229,2021,Clay,County,All Drug Overdose Deaths,5.0,Count
11230,2021,Clay,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),3.0,Count
11242,2021,Cocke,County,Drug Overdose Deaths Involving All Stimulants,12.0,Count
11243,2021,Cocke,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
11244,2021,Cocke,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
11245,2021,Cocke,County,Drug Overdose Deaths Involving Fentanyl,22.0,Count
11246,2021,Cocke,County,Drug Overdose Deaths Involving Heroin,2.0,Count
11247,2021,Cocke,County,Drug Overdose Deaths Involving Prescription Opioids,6.0,Count
11248,2021,Cocke,County,Drug Overdose Deaths Involving All Opioids,25.0,Count
11249,2021,Cocke,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,10.0,Count
11250,2021,Cocke,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
11251,2021,Cocke,County,All Drug Overdose Deaths,28.0,Count
11252,2021,Cocke,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),12.0,Count
11264,2021,Coffee,County,Drug Overdose Deaths Involving All Stimulants,18.0,Count
11265,2021,Coffee,County,Drug Overdose Deaths Involving Benzodiazepines,4.0,Count
11266,2021,Coffee,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
11267,2021,Coffee,County,Drug Overdose Deaths Involving Fentanyl,13.0,Count
11268,2021,Coffee,County,Drug Overdose Deaths Involving Heroin,1.0,Count
11269,2021,Coffee,County,Drug Overdose Deaths Involving Prescription Opioids,5.0,Count
11270,2021,Coffee,County,Drug Overdose Deaths Involving All Opioids,16.0,Count
11271,2021,Coffee,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,10.0,Count
11272,2021,Coffee,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
11273,2021,Coffee,County,All Drug Overdose Deaths,25.0,Count
11274,2021,Coffee,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),17.0,Count
11286,2021,Crockett,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
11287,2021,Crockett,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
11288,2021,Crockett,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
11289,2021,Crockett,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
11290,2021,Crockett,County,Drug Overdose Deaths Involving Heroin,1.0,Count
11291,2021,Crockett,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
11292,2021,Crockett,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
11293,2021,Crockett,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
11294,2021,Crockett,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
11295,2021,Crockett,County,All Drug Overdose Deaths,2.0,Count
11296,2021,Crockett,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
11308,2021,Cumberland,County,Drug Overdose Deaths Involving All Stimulants,32.0,Count
11309,2021,Cumberland,County,Drug Overdose Deaths Involving Benzodiazepines,9.0,Count
11310,2021,Cumberland,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
11311,2021,Cumberland,County,Drug Overdose Deaths Involving Fentanyl,33.0,Count
11312,2021,Cumberland,County,Drug Overdose Deaths Involving Heroin,1.0,Count
11313,2021,Cumberland,County,Drug Overdose Deaths Involving Prescription Opioids,13.0,Count
11314,2021,Cumberland,County,Drug Overdose Deaths Involving All Opioids,39.0,Count
11315,2021,Cumberland,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,26.0,Count
11316,2021,Cumberland,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,9.0,Count
11317,2021,Cumberland,County,All Drug Overdose Deaths,47.0,Count
11318,2021,Cumberland,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),31.0,Count
11330,2021,Davidson,County,Drug Overdose Deaths Involving All Stimulants,263.0,Count
11331,2021,Davidson,County,Drug Overdose Deaths Involving Benzodiazepines,83.0,Count
11332,2021,Davidson,County,Drug Overdose Deaths Involving Cocaine,158.0,Count
11333,2021,Davidson,County,Drug Overdose Deaths Involving Fentanyl,434.0,Count
11334,2021,Davidson,County,Drug Overdose Deaths Involving Heroin,17.0,Count
11335,2021,Davidson,County,Drug Overdose Deaths Involving Prescription Opioids,76.0,Count
11336,2021,Davidson,County,Drug Overdose Deaths Involving All Opioids,456.0,Count
11337,2021,Davidson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,211.0,Count
11338,2021,Davidson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,77.0,Count
11339,2021,Davidson,County,All Drug Overdose Deaths,529.0,Count
11340,2021,Davidson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),136.0,Count
11352,2021,Decatur,County,Drug Overdose Deaths Involving All Stimulants,4.0,Count
11353,2021,Decatur,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
11354,2021,Decatur,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
11355,2021,Decatur,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
11356,2021,Decatur,County,Drug Overdose Deaths Involving Heroin,0.0,Count
11357,2021,Decatur,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
11358,2021,Decatur,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
11359,2021,Decatur,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
11360,2021,Decatur,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
11361,2021,Decatur,County,All Drug Overdose Deaths,5.0,Count
11362,2021,Decatur,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
11374,2021,DeKalb,County,Drug Overdose Deaths Involving All Stimulants,12.0,Count
11375,2021,DeKalb,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
11376,2021,DeKalb,County,Drug Overdose Deaths Involving Cocaine,2.0,Count
11377,2021,DeKalb,County,Drug Overdose Deaths Involving Fentanyl,9.0,Count
11378,2021,DeKalb,County,Drug Overdose Deaths Involving Heroin,0.0,Count
11379,2021,DeKalb,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
11380,2021,DeKalb,County,Drug Overdose Deaths Involving All Opioids,9.0,Count
11381,2021,DeKalb,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,7.0,Count
11382,2021,DeKalb,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
11383,2021,DeKalb,County,All Drug Overdose Deaths,16.0,Count
11384,2021,DeKalb,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),10.0,Count
11396,2021,Dickson,County,Drug Overdose Deaths Involving All Stimulants,19.0,Count
11397,2021,Dickson,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
11398,2021,Dickson,County,Drug Overdose Deaths Involving Cocaine,2.0,Count
11399,2021,Dickson,County,Drug Overdose Deaths Involving Fentanyl,36.0,Count
11400,2021,Dickson,County,Drug Overdose Deaths Involving Heroin,3.0,Count
11401,2021,Dickson,County,Drug Overdose Deaths Involving Prescription Opioids,9.0,Count
11402,2021,Dickson,County,Drug Overdose Deaths Involving All Opioids,38.0,Count
11403,2021,Dickson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,17.0,Count
11404,2021,Dickson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
11405,2021,Dickson,County,All Drug Overdose Deaths,41.0,Count
11406,2021,Dickson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),17.0,Count
11418,2021,Dyer,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
11419,2021,Dyer,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
11420,2021,Dyer,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
11421,2021,Dyer,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
11422,2021,Dyer,County,Drug Overdose Deaths Involving Heroin,0.0,Count
11423,2021,Dyer,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
11424,2021,Dyer,County,Drug Overdose Deaths Involving All Opioids,3.0,Count
11425,2021,Dyer,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
11426,2021,Dyer,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
11427,2021,Dyer,County,All Drug Overdose Deaths,8.0,Count
11428,2021,Dyer,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
11462,2021,Fayette,County,Drug Overdose Deaths Involving All Stimulants,8.0,Count
11463,2021,Fayette,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
11464,2021,Fayette,County,Drug Overdose Deaths Involving Cocaine,5.0,Count
11465,2021,Fayette,County,Drug Overdose Deaths Involving Fentanyl,12.0,Count
11466,2021,Fayette,County,Drug Overdose Deaths Involving Heroin,0.0,Count
11467,2021,Fayette,County,Drug Overdose Deaths Involving Prescription Opioids,3.0,Count
11468,2021,Fayette,County,Drug Overdose Deaths Involving All Opioids,14.0,Count
11469,2021,Fayette,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,5.0,Count
11470,2021,Fayette,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
11471,2021,Fayette,County,All Drug Overdose Deaths,19.0,Count
11472,2021,Fayette,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
11484,2021,Fentress,County,Drug Overdose Deaths Involving All Stimulants,5.0,Count
11485,2021,Fentress,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
11486,2021,Fentress,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
11487,2021,Fentress,County,Drug Overdose Deaths Involving Fentanyl,5.0,Count
11488,2021,Fentress,County,Drug Overdose Deaths Involving Heroin,0.0,Count
11489,2021,Fentress,County,Drug Overdose Deaths Involving Prescription Opioids,4.0,Count
11490,2021,Fentress,County,Drug Overdose Deaths Involving All Opioids,9.0,Count
11491,2021,Fentress,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,4.0,Count
11492,2021,Fentress,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
11493,2021,Fentress,County,All Drug Overdose Deaths,11.0,Count
11494,2021,Fentress,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
11506,2021,Franklin,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
11507,2021,Franklin,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
11508,2021,Franklin,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
11509,2021,Franklin,County,Drug Overdose Deaths Involving Fentanyl,4.0,Count
11510,2021,Franklin,County,Drug Overdose Deaths Involving Heroin,0.0,Count
11511,2021,Franklin,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
11512,2021,Franklin,County,Drug Overdose Deaths Involving All Opioids,5.0,Count
11513,2021,Franklin,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
11514,2021,Franklin,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
11515,2021,Franklin,County,All Drug Overdose Deaths,9.0,Count
11516,2021,Franklin,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
11528,2021,Gibson,County,Drug Overdose Deaths Involving All Stimulants,11.0,Count
11529,2021,Gibson,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
11530,2021,Gibson,County,Drug Overdose Deaths Involving Cocaine,2.0,Count
11531,2021,Gibson,County,Drug Overdose Deaths Involving Fentanyl,9.0,Count
11532,2021,Gibson,County,Drug Overdose Deaths Involving Heroin,0.0,Count
11533,2021,Gibson,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
11534,2021,Gibson,County,Drug Overdose Deaths Involving All Opioids,10.0,Count
11535,2021,Gibson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,6.0,Count
11536,2021,Gibson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
11537,2021,Gibson,County,All Drug Overdose Deaths,19.0,Count
11538,2021,Gibson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),9.0,Count
11550,2021,Giles,County,Drug Overdose Deaths Involving All Stimulants,8.0,Count
11551,2021,Giles,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
11552,2021,Giles,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
11553,2021,Giles,County,Drug Overdose Deaths Involving Fentanyl,8.0,Count
11554,2021,Giles,County,Drug Overdose Deaths Involving Heroin,0.0,Count
11555,2021,Giles,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
11556,2021,Giles,County,Drug Overdose Deaths Involving All Opioids,9.0,Count
11557,2021,Giles,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,7.0,Count
11558,2021,Giles,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
11559,2021,Giles,County,All Drug Overdose Deaths,11.0,Count
11560,2021,Giles,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),7.0,Count
11572,2021,Grainger,County,Drug Overdose Deaths Involving All Stimulants,12.0,Count
11573,2021,Grainger,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
11574,2021,Grainger,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
11575,2021,Grainger,County,Drug Overdose Deaths Involving Fentanyl,8.0,Count
11576,2021,Grainger,County,Drug Overdose Deaths Involving Heroin,1.0,Count
11577,2021,Grainger,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
11578,2021,Grainger,County,Drug Overdose Deaths Involving All Opioids,8.0,Count
11579,2021,Grainger,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,6.0,Count
11580,2021,Grainger,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
