,Year,Geography,GeographyType,Indicator,Value,ValueType,Demographics,DemographicsType
12577,2021,Hardeman,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
12578,2021,Hardeman,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
12579,2021,Hardeman,County,Outpatient Visits Involving Cocaine Overdose,2.0,Count,,
12580,2021,Hardeman,County,Inpatient Stays Involving Heroin Overdose,2.0,Count,,
12581,2021,Hardeman,County,Outpatient Visits Involving Heroin Overdose,5.0,Count,,
12582,2021,Hardeman,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,4.0,Count,,
12583,2021,Hardeman,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,13.0,Count,,
12584,2021,Hardeman,County,Inpatient Stays Involving All Drug Overdose,23.0,Count,,
12585,2021,Hardeman,County,Outpatient Visits Involving All Drug Overdose,52.0,Count,,
12586,2021,Hardeman,County,Inpatient Stays Involving All Stimulant Overdose,7.0,Count,,
12587,2021,Hardeman,County,Outpatient Visits Involving All Stimulant Overdose,2.0,Count,,
12600,2021,Hardin,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
12601,2021,Hardin,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
12602,2021,Hardin,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12603,2021,Hardin,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12604,2021,Hardin,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
12605,2021,Hardin,County,Outpatient Visits Involving Heroin Overdose,1.0,Count,,
12606,2021,Hardin,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,5.0,Count,,
12607,2021,Hardin,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,17.0,Count,,
12608,2021,Hardin,County,Inpatient Stays Involving All Drug Overdose,16.0,Count,,
12609,2021,Hardin,County,Outpatient Visits Involving All Drug Overdose,60.0,Count,,
12610,2021,Hardin,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
12611,2021,Hardin,County,Outpatient Visits Involving All Stimulant Overdose,1.0,Count,,
12624,2021,Hawkins,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
12625,2021,Hawkins,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
12626,2021,Hawkins,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12627,2021,Hawkins,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
12628,2021,Hawkins,County,Inpatient Stays Involving Heroin Overdose,2.0,Count,,
12629,2021,Hawkins,County,Outpatient Visits Involving Heroin Overdose,15.0,Count,,
12630,2021,Hawkins,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,7.0,Count,,
12631,2021,Hawkins,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,11.0,Count,,
12632,2021,Hawkins,County,Inpatient Stays Involving All Drug Overdose,52.0,Count,,
12633,2021,Hawkins,County,Outpatient Visits Involving All Drug Overdose,114.0,Count,,
12634,2021,Hawkins,County,Inpatient Stays Involving All Stimulant Overdose,5.0,Count,,
12635,2021,Hawkins,County,Outpatient Visits Involving All Stimulant Overdose,3.0,Count,,
12648,2021,Haywood,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
12649,2021,Haywood,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
12650,2021,Haywood,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
12651,2021,Haywood,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12652,2021,Haywood,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
12653,2021,Haywood,County,Outpatient Visits Involving Heroin Overdose,2.0,Count,,
12654,2021,Haywood,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
12655,2021,Haywood,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,5.0,Count,,
12656,2021,Haywood,County,Inpatient Stays Involving All Drug Overdose,11.0,Count,,
12657,2021,Haywood,County,Outpatient Visits Involving All Drug Overdose,28.0,Count,,
12658,2021,Haywood,County,Inpatient Stays Involving All Stimulant Overdose,3.0,Count,,
12659,2021,Haywood,County,Outpatient Visits Involving All Stimulant Overdose,0.0,Count,,
12672,2021,Henderson,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
12673,2021,Henderson,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
12674,2021,Henderson,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
12675,2021,Henderson,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12676,2021,Henderson,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
12677,2021,Henderson,County,Outpatient Visits Involving Heroin Overdose,4.0,Count,,
12678,2021,Henderson,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,5.0,Count,,
12679,2021,Henderson,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,8.0,Count,,
12680,2021,Henderson,County,Inpatient Stays Involving All Drug Overdose,25.0,Count,,
12681,2021,Henderson,County,Outpatient Visits Involving All Drug Overdose,44.0,Count,,
12682,2021,Henderson,County,Inpatient Stays Involving All Stimulant Overdose,3.0,Count,,
12683,2021,Henderson,County,Outpatient Visits Involving All Stimulant Overdose,2.0,Count,,
12696,2021,Henry,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
12697,2021,Henry,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),6.0,Count,,
12698,2021,Henry,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12699,2021,Henry,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12700,2021,Henry,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
12701,2021,Henry,County,Outpatient Visits Involving Heroin Overdose,6.0,Count,,
12702,2021,Henry,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
12703,2021,Henry,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,10.0,Count,,
12704,2021,Henry,County,Inpatient Stays Involving All Drug Overdose,30.0,Count,,
12705,2021,Henry,County,Outpatient Visits Involving All Drug Overdose,88.0,Count,,
12706,2021,Henry,County,Inpatient Stays Involving All Stimulant Overdose,5.0,Count,,
12707,2021,Henry,County,Outpatient Visits Involving All Stimulant Overdose,6.0,Count,,
12720,2021,Hickman,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
12721,2021,Hickman,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
12722,2021,Hickman,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
12723,2021,Hickman,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
12724,2021,Hickman,County,Inpatient Stays Involving Heroin Overdose,2.0,Count,,
12725,2021,Hickman,County,Outpatient Visits Involving Heroin Overdose,34.0,Count,,
12726,2021,Hickman,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,4.0,Count,,
12727,2021,Hickman,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,37.0,Count,,
12728,2021,Hickman,County,Inpatient Stays Involving All Drug Overdose,24.0,Count,,
12729,2021,Hickman,County,Outpatient Visits Involving All Drug Overdose,122.0,Count,,
12730,2021,Hickman,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
12731,2021,Hickman,County,Outpatient Visits Involving All Stimulant Overdose,4.0,Count,,
12744,2021,Houston,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
12745,2021,Houston,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
12746,2021,Houston,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
12747,2021,Houston,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12748,2021,Houston,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
12749,2021,Houston,County,Outpatient Visits Involving Heroin Overdose,10.0,Count,,
12750,2021,Houston,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,4.0,Count,,
12751,2021,Houston,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,15.0,Count,,
12752,2021,Houston,County,Inpatient Stays Involving All Drug Overdose,13.0,Count,,
12753,2021,Houston,County,Outpatient Visits Involving All Drug Overdose,44.0,Count,,
12754,2021,Houston,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
12755,2021,Houston,County,Outpatient Visits Involving All Stimulant Overdose,2.0,Count,,
12768,2021,Humphreys,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
12769,2021,Humphreys,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
12770,2021,Humphreys,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12771,2021,Humphreys,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12772,2021,Humphreys,County,Inpatient Stays Involving Heroin Overdose,2.0,Count,,
12773,2021,Humphreys,County,Outpatient Visits Involving Heroin Overdose,11.0,Count,,
12774,2021,Humphreys,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
12775,2021,Humphreys,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,14.0,Count,,
12776,2021,Humphreys,County,Inpatient Stays Involving All Drug Overdose,17.0,Count,,
12777,2021,Humphreys,County,Outpatient Visits Involving All Drug Overdose,61.0,Count,,
12778,2021,Humphreys,County,Inpatient Stays Involving All Stimulant Overdose,0.0,Count,,
12779,2021,Humphreys,County,Outpatient Visits Involving All Stimulant Overdose,2.0,Count,,
12792,2021,Jackson,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
12793,2021,Jackson,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
12794,2021,Jackson,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12795,2021,Jackson,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12796,2021,Jackson,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
12797,2021,Jackson,County,Outpatient Visits Involving Heroin Overdose,3.0,Count,,
12798,2021,Jackson,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,1.0,Count,,
12799,2021,Jackson,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,4.0,Count,,
12800,2021,Jackson,County,Inpatient Stays Involving All Drug Overdose,12.0,Count,,
12801,2021,Jackson,County,Outpatient Visits Involving All Drug Overdose,29.0,Count,,
12802,2021,Jackson,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
12803,2021,Jackson,County,Outpatient Visits Involving All Stimulant Overdose,5.0,Count,,
12840,2021,Jefferson,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
12841,2021,Jefferson,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
12842,2021,Jefferson,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
12843,2021,Jefferson,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12844,2021,Jefferson,County,Inpatient Stays Involving Heroin Overdose,7.0,Count,,
12845,2021,Jefferson,County,Outpatient Visits Involving Heroin Overdose,38.0,Count,,
12846,2021,Jefferson,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,14.0,Count,,
12847,2021,Jefferson,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,24.0,Count,,
12848,2021,Jefferson,County,Inpatient Stays Involving All Drug Overdose,46.0,Count,,
12849,2021,Jefferson,County,Outpatient Visits Involving All Drug Overdose,128.0,Count,,
12850,2021,Jefferson,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
12851,2021,Jefferson,County,Outpatient Visits Involving All Stimulant Overdose,5.0,Count,,
12864,2021,Johnson,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
12865,2021,Johnson,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
12866,2021,Johnson,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
12867,2021,Johnson,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12868,2021,Johnson,County,Inpatient Stays Involving Heroin Overdose,2.0,Count,,
12869,2021,Johnson,County,Outpatient Visits Involving Heroin Overdose,4.0,Count,,
12870,2021,Johnson,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
12871,2021,Johnson,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,2.0,Count,,
12872,2021,Johnson,County,Inpatient Stays Involving All Drug Overdose,20.0,Count,,
12873,2021,Johnson,County,Outpatient Visits Involving All Drug Overdose,26.0,Count,,
12874,2021,Johnson,County,Inpatient Stays Involving All Stimulant Overdose,3.0,Count,,
12875,2021,Johnson,County,Outpatient Visits Involving All Stimulant Overdose,0.0,Count,,
12888,2021,Knox,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),48.0,Count,,
12889,2021,Knox,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),18.0,Count,,
12890,2021,Knox,County,Inpatient Stays Involving Cocaine Overdose,15.0,Count,,
12891,2021,Knox,County,Outpatient Visits Involving Cocaine Overdose,13.0,Count,,
12892,2021,Knox,County,Inpatient Stays Involving Heroin Overdose,73.0,Count,,
12893,2021,Knox,County,Outpatient Visits Involving Heroin Overdose,490.0,Count,,
12894,2021,Knox,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,92.0,Count,,
12895,2021,Knox,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,381.0,Count,,
12896,2021,Knox,County,Inpatient Stays Involving All Drug Overdose,446.0,Count,,
12897,2021,Knox,County,Outpatient Visits Involving All Drug Overdose,1616.0,Count,,
12898,2021,Knox,County,Inpatient Stays Involving All Stimulant Overdose,63.0,Count,,
12899,2021,Knox,County,Outpatient Visits Involving All Stimulant Overdose,37.0,Count,,
12936,2021,Lake,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
12937,2021,Lake,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
12938,2021,Lake,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
12939,2021,Lake,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
12940,2021,Lake,County,Inpatient Stays Involving Heroin Overdose,2.0,Count,,
12941,2021,Lake,County,Outpatient Visits Involving Heroin Overdose,1.0,Count,,
12942,2021,Lake,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
12943,2021,Lake,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,5.0,Count,,
12944,2021,Lake,County,Inpatient Stays Involving All Drug Overdose,13.0,Count,,
12945,2021,Lake,County,Outpatient Visits Involving All Drug Overdose,20.0,Count,,
12946,2021,Lake,County,Inpatient Stays Involving All Stimulant Overdose,1.0,Count,,
12947,2021,Lake,County,Outpatient Visits Involving All Stimulant Overdose,2.0,Count,,
12960,2021,Lauderdale,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
12961,2021,Lauderdale,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
12962,2021,Lauderdale,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12963,2021,Lauderdale,County,Outpatient Visits Involving Cocaine Overdose,2.0,Count,,
12964,2021,Lauderdale,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
12965,2021,Lauderdale,County,Outpatient Visits Involving Heroin Overdose,4.0,Count,,
12966,2021,Lauderdale,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,7.0,Count,,
12967,2021,Lauderdale,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,24.0,Count,,
12968,2021,Lauderdale,County,Inpatient Stays Involving All Drug Overdose,14.0,Count,,
12969,2021,Lauderdale,County,Outpatient Visits Involving All Drug Overdose,81.0,Count,,
12970,2021,Lauderdale,County,Inpatient Stays Involving All Stimulant Overdose,0.0,Count,,
12971,2021,Lauderdale,County,Outpatient Visits Involving All Stimulant Overdose,5.0,Count,,
12984,2021,Lawrence,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),6.0,Count,,
12985,2021,Lawrence,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),7.0,Count,,
12986,2021,Lawrence,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
12987,2021,Lawrence,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
12988,2021,Lawrence,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
12989,2021,Lawrence,County,Outpatient Visits Involving Heroin Overdose,11.0,Count,,
12990,2021,Lawrence,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,14.0,Count,,
